% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
481	2	15	12	0	28	549	0	1	1
482	1	6	91	0	28	549	0	1	0
482	2	6	91	0	28	549	0	1	1
483	1	10	63	0	28	549	0	1	0
483	2	10	63	0	28	549	0	1	1
484	1	5	20	0	28	549	0	1	0
484	2	5	20	0	28	549	0	1	1
485	1	13	94	0	28	549	0	1	0
485	2	13	94	0	28	549	0	1	1
486	1	3	96	0	28	549	0	1	0
486	2	3	96	0	28	549	0	1	1
487	1	8	71	0	28	549	0	1	0
487	2	8	71	0	28	549	0	1	1
488	1	7	29	0	28	549	0	1	0
488	2	7	29	0	28	549	0	1	1
489	1	4	78	0	28	549	0	1	0
489	2	4	78	0	28	549	0	1	1
490	1	9	39	0	28	549	0	1	0
490	2	9	39	0	28	549	0	1	1
491	1	12	82	0	28	549	0	1	0
491	2	12	82	0	28	549	0	1	1
492	1	2	50	0	28	549	0	1	0
492	2	2	50	0	28	549	0	1	1
493	1	14	1	0	28	549	0	1	0
493	2	14	1	0	28	549	0	1	1
494	1	1	87	0	28	549	0	1	0
494	2	1	87	0	28	549	0	1	1
495	1	11	58	0	28	549	0	1	0
495	2	11	58	0	28	549	0	1	1
496	1	15	12	0	28	549	0	1	0
496	2	15	12	0	28	549	0	1	1
497	1	6	91	0	28	549	0	1	0
497	2	6	91	0	28	549	0	1	1
498	1	10	63	0	28	549	0	1	0
498	2	10	63	0	28	549	0	1	1
499	1	5	20	0	28	549	0	1	0
499	2	5	20	0	28	549	0	1	1
500	1	13	94	0	28	549	0	1	0
500	2	13	94	0	28	549	0	1	1
501	1	3	96	0	28	549	0	1	0
501	2	3	96	0	28	549	0	1	1
502	1	8	71	0	28	549	0	1	0
502	2	8	71	0	28	549	0	1	1
503	1	7	29	0	28	549	0	1	0
503	2	7	29	0	28	549	0	1	1
504	1	4	78	0	28	549	0	1	0
504	2	4	78	0	28	549	0	1	1
505	1	9	39	0	28	549	0	1	0
505	2	9	39	0	28	549	0	1	1
506	1	12	82	0	28	549	0	1	0
506	2	12	82	0	28	549	0	1	1
507	1	2	50	0	28	549	0	1	0
507	2	2	50	0	28	549	0	1	1
508	1	14	1	0	28	549	0	1	0
508	2	14	1	0	28	549	0	1	1
509	1	1	87	0	28	549	0	1	0
509	2	1	87	0	28	549	0	1	1
510	1	11	58	0	28	549	0	1	0
510	2	11	58	0	28	549	0	1	1
511	1	15	12	0	28	549	0	1	0
511	2	15	12	0	28	549	0	1	1
512	1	6	91	0	28	549	0	1	0
512	2	6	91	0	28	549	0	1	1
513	1	10	63	0	28	549	0	1	0
513	2	10	63	0	28	549	0	1	1
514	1	5	20	0	28	549	0	1	0
514	2	5	20	0	28	549	0	1	1
515	1	13	94	0	28	549	0	1	0
515	2	13	94	0	28	549	0	1	1
516	1	3	96	0	28	549	0	1	0
516	2	3	96	0	28	549	0	1	1
517	1	8	71	0	28	549	0	1	0
517	2	8	71	0	28	549	0	1	1
518	1	7	29	0	28	549	0	1	0
518	2	7	29	0	28	549	0	1	1
519	1	4	78	0	28	549	0	1	0
519	2	4	78	0	28	549	0	1	1
520	1	9	39	0	28	549	0	1	0
520	2	9	39	0	28	549	0	1	1
521	1	12	82	0	28	549	0	1	0
521	2	12	82	0	28	549	0	1	1
522	1	2	50	0	28	549	0	1	0
522	2	2	50	0	28	549	0	1	1
523	1	14	1	0	28	549	0	1	0
523	2	14	1	0	28	549	0	1	1
524	1	1	87	0	28	549	0	1	0
524	2	1	87	0	28	549	0	1	1
525	1	11	58	0	28	549	0	1	0
525	2	11	58	0	28	549	0	1	1
526	1	15	12	0	28	549	0	1	0
526	2	15	12	0	28	549	0	1	1
527	1	6	91	0	28	549	0	1	0
527	2	6	91	0	28	549	0	1	1
528	1	10	63	0	28	549	0	1	0
528	2	10	63	0	28	549	0	1	1
529	1	5	20	0	28	549	0	1	0
529	2	5	20	0	28	549	0	1	1
530	1	13	94	0	28	549	0	1	0
530	2	13	94	0	28	549	0	1	1
531	1	3	96	0	28	549	0	1	0
531	2	3	96	0	28	549	0	1	1
532	1	8	71	0	28	549	0	1	0
532	2	8	71	0	28	549	0	1	1
533	1	7	29	0	28	549	0	1	0
533	2	7	29	0	28	549	0	1	1
534	1	4	78	0	28	549	0	1	0
534	2	4	78	0	28	549	0	1	1
535	1	9	39	0	28	549	0	1	0
535	2	9	39	0	28	549	0	1	1
536	1	12	82	0	28	549	0	1	0
536	2	12	82	0	28	549	0	1	1
537	1	2	50	0	28	549	0	1	0
537	2	2	50	0	28	549	0	1	1
538	1	14	1	0	28	549	0	1	0
538	2	14	1	0	28	549	0	1	1
539	1	1	87	0	28	549	0	1	0
539	2	1	87	0	28	549	0	1	1
540	1	11	58	0	28	549	0	1	0
540	2	11	58	0	28	549	0	1	1
541	1	15	12	0	28	549	0	1	0
541	2	15	12	0	28	549	0	1	1
542	1	6	91	0	28	549	0	1	0
542	2	6	91	0	28	549	0	1	1
543	1	10	63	0	28	549	0	1	0
543	2	10	63	0	28	549	0	1	1
544	1	5	20	0	28	549	0	1	0
544	2	5	20	0	28	549	0	1	1
545	1	13	94	0	28	549	0	1	0
545	2	13	94	0	28	549	0	1	1
546	1	3	96	0	28	549	0	1	0
546	2	3	96	0	28	549	0	1	1
547	1	8	71	0	28	549	0	1	0
547	2	8	71	0	28	549	0	1	1
548	1	7	29	0	28	549	0	1	0
548	2	7	29	0	28	549	0	1	1
549	1	4	78	0	28	549	0	1	0
549	2	4	78	0	28	549	0	1	1
550	1	9	39	0	28	549	0	1	0
550	2	9	39	0	28	549	0	1	1
551	1	12	82	0	28	549	0	1	0
551	2	12	82	0	28	549	0	1	1
552	1	2	50	0	28	549	0	1	0
552	2	2	50	0	28	549	0	1	1
553	1	14	1	0	28	549	0	1	0
553	2	14	1	0	28	549	0	1	1
554	1	1	87	0	28	549	0	1	0
554	2	1	87	0	28	549	0	1	1
555	1	11	58	0	28	549	0	1	0
555	2	11	58	0	28	549	0	1	1
556	1	15	12	0	28	549	0	1	0
556	2	15	12	0	28	549	0	1	1
557	1	6	91	0	28	549	0	1	0
557	2	6	91	0	28	549	0	1	1
558	1	10	63	0	28	549	0	1	0
558	2	10	63	0	28	549	0	1	1
559	1	5	20	0	28	549	0	1	0
559	2	5	20	0	28	549	0	1	1
560	1	13	94	0	28	549	0	1	0
560	2	13	94	0	28	549	0	1	1
561	1	3	96	0	28	549	0	1	0
561	2	3	96	0	28	549	0	1	1
562	1	8	71	0	28	549	0	1	0
562	2	8	71	0	28	549	0	1	1
563	1	7	29	0	28	549	0	1	0
563	2	7	29	0	28	549	0	1	1
564	1	4	78	0	28	549	0	1	0
564	2	4	78	0	28	549	0	1	1
565	1	9	39	0	28	549	0	1	0
565	2	9	39	0	28	549	0	1	1
566	1	12	82	0	28	549	0	1	0
566	2	12	82	0	28	549	0	1	1
567	1	2	50	0	28	549	0	1	0
567	2	2	50	0	28	549	0	1	1
568	1	14	1	0	28	549	0	1	0
568	2	14	1	0	28	549	0	1	1
569	1	1	87	0	28	549	0	1	0
569	2	1	87	0	28	549	0	1	1
570	1	11	58	0	28	549	0	1	0
570	2	11	58	0	28	549	0	1	1
571	1	15	12	0	28	549	0	1	0
571	2	15	12	0	28	549	0	1	1
572	1	6	91	0	28	549	0	1	0
572	2	6	91	0	28	549	0	1	1
573	1	10	63	0	28	549	0	1	0
573	2	10	63	0	28	549	0	1	1
574	1	5	20	0	28	549	0	1	0
574	2	5	20	0	28	549	0	1	1
575	1	13	94	0	28	549	0	1	0
575	2	13	94	0	28	549	0	1	1
576	1	3	96	0	28	549	0	1	0
576	2	3	96	0	28	549	0	1	1
577	1	8	71	0	28	549	0	1	0
577	2	8	71	0	28	549	0	1	1
578	1	7	29	0	28	549	0	1	0
578	2	7	29	0	28	549	0	1	1
579	1	4	78	0	28	549	0	1	0
579	2	4	78	0	28	549	0	1	1
580	1	9	39	0	28	549	0	1	0
580	2	9	39	0	28	549	0	1	1
581	1	12	82	0	28	549	0	1	0
581	2	12	82	0	28	549	0	1	1
582	1	2	50	0	28	549	0	1	0
582	2	2	50	0	28	549	0	1	1
583	1	14	1	0	28	549	0	1	0
583	2	14	1	0	28	549	0	1	1
584	1	1	87	0	28	549	0	1	0
584	2	1	87	0	28	549	0	1	1
585	1	11	58	0	28	549	0	1	0
585	2	11	58	0	28	549	0	1	1
586	1	15	12	0	28	549	0	1	0
586	2	15	12	0	28	549	0	1	1
587	1	6	91	0	28	549	0	1	0
587	2	6	91	0	28	549	0	1	1
588	1	10	63	0	28	549	0	1	0
588	2	10	63	0	28	549	0	1	1
589	1	5	20	0	28	549	0	1	0
589	2	5	20	0	28	549	0	1	1
590	1	13	94	0	28	549	0	1	0
590	2	13	94	0	28	549	0	1	1
591	1	3	96	0	28	549	0	1	0
591	2	3	96	0	28	549	0	1	1
592	1	8	71	0	28	549	0	1	0
592	2	8	71	0	28	549	0	1	1
593	1	7	29	0	28	549	0	1	0
593	2	7	29	0	28	549	0	1	1
594	1	4	78	0	28	549	0	1	0
594	2	4	78	0	28	549	0	1	1
595	1	9	39	0	28	549	0	1	0
595	2	9	39	0	28	549	0	1	1
596	1	12	82	0	28	549	0	1	0
596	2	12	82	0	28	549	0	1	1
597	1	2	50	0	28	549	0	1	0
597	2	2	50	0	28	549	0	1	1
598	1	14	1	0	28	549	0	1	0
598	2	14	1	0	28	549	0	1	1
599	1	1	87	0	28	549	0	1	0
599	2	1	87	0	28	549	0	1	1
600	1	11	58	0	28	549	0	1	0
600	2	11	58	0	28	549	0	1	1
601	1	15	12	0	28	549	0	1	0
601	2	15	12	0	28	549	0	1	1
602	1	6	91	0	28	549	0	1	0
602	2	6	91	0	28	549	0	1	1
603	1	10	63	0	28	549	0	1	0
603	2	10	63	0	28	549	0	1	1
604	1	5	20	0	28	549	0	1	0
604	2	5	20	0	28	549	0	1	1
605	1	13	94	0	28	549	0	1	0
605	2	13	94	0	28	549	0	1	1
606	1	3	96	0	28	549	0	1	0
606	2	3	96	0	28	549	0	1	1
607	1	8	71	0	28	549	0	1	0
607	2	8	71	0	28	549	0	1	1
608	1	7	29	0	28	549	0	1	0
608	2	7	29	0	28	549	0	1	1
609	1	4	78	0	28	549	0	1	0
609	2	4	78	0	28	549	0	1	1
610	1	9	39	0	28	549	0	1	0
610	2	9	39	0	28	549	0	1	1
611	1	12	82	0	28	549	0	1	0
611	2	12	82	0	28	549	0	1	1
612	1	2	50	0	28	549	0	1	0
612	2	2	50	0	28	549	0	1	1
613	1	14	1	0	28	549	0	1	0
613	2	14	1	0	28	549	0	1	1
614	1	1	87	0	28	549	0	1	0
614	2	1	87	0	28	549	0	1	1
615	1	11	58	0	28	549	0	1	0
615	2	11	58	0	28	549	0	1	1
616	1	15	12	0	28	549	0	1	0
616	2	15	12	0	28	549	0	1	1
617	1	6	91	0	28	549	0	1	0
617	2	6	91	0	28	549	0	1	1
618	1	10	63	0	28	549	0	1	0
618	2	10	63	0	28	549	0	1	1
619	1	5	20	0	28	549	0	1	0
619	2	5	20	0	28	549	0	1	1
620	1	13	94	0	28	549	0	1	0
620	2	13	94	0	28	549	0	1	1
621	1	3	96	0	28	549	0	1	0
621	2	3	96	0	28	549	0	1	1
622	1	8	71	0	28	549	0	1	0
622	2	8	71	0	28	549	0	1	1
623	1	7	29	0	28	549	0	1	0
623	2	7	29	0	28	549	0	1	1
624	1	4	78	0	28	549	0	1	0
624	2	4	78	0	28	549	0	1	1
625	1	9	39	0	28	549	0	1	0
625	2	9	39	0	28	549	0	1	1
626	1	12	82	0	28	549	0	1	0
626	2	12	82	0	28	549	0	1	1
627	1	2	50	0	28	549	0	1	0
627	2	2	50	0	28	549	0	1	1
628	1	14	1	0	28	549	0	1	0
628	2	14	1	0	28	549	0	1	1
629	1	1	87	0	28	549	0	1	0
629	2	1	87	0	28	549	0	1	1
630	1	11	58	0	28	549	0	1	0
630	2	11	58	0	28	549	0	1	1
631	1	15	12	0	28	549	0	1	0
631	2	15	12	0	28	549	0	1	1
632	1	6	91	0	28	549	0	1	0
632	2	6	91	0	28	549	0	1	1
633	1	10	63	0	28	549	0	1	0
633	2	10	63	0	28	549	0	1	1
634	1	5	20	0	28	549	0	1	0
634	2	5	20	0	28	549	0	1	1
635	1	13	94	0	28	549	0	1	0
635	2	13	94	0	28	549	0	1	1
636	1	3	96	0	28	549	0	1	0
636	2	3	96	0	28	549	0	1	1
637	1	8	71	0	28	549	0	1	0
637	2	8	71	0	28	549	0	1	1
638	1	7	29	0	28	549	0	1	0
638	2	7	29	0	28	549	0	1	1
639	1	4	78	0	28	549	0	1	0
639	2	4	78	0	28	549	0	1	1
640	1	9	39	0	28	549	0	1	0
640	2	9	39	0	28	549	0	1	1
641	1	12	82	0	28	549	0	1	0
641	2	12	82	0	28	549	0	1	1
642	1	2	50	0	28	549	0	1	0
642	2	2	50	0	28	549	0	1	1
643	1	14	1	0	28	549	0	1	0
643	2	14	1	0	28	549	0	1	1
644	1	1	87	0	28	549	0	1	0
644	2	1	87	0	28	549	0	1	1
645	1	11	58	0	28	549	0	1	0
645	2	11	58	0	28	549	0	1	1
646	1	15	12	0	28	549	0	1	0
646	2	15	12	0	28	549	0	1	1
647	1	6	91	0	28	549	0	1	0
647	2	6	91	0	28	549	0	1	1
648	1	10	63	0	28	549	0	1	0
648	2	10	63	0	28	549	0	1	1
649	1	5	20	0	28	549	0	1	0
649	2	5	20	0	28	549	0	1	1
650	1	13	94	0	28	549	0	1	0
650	2	13	94	0	28	549	0	1	1
651	1	3	96	0	28	549	0	1	0
651	2	3	96	0	28	549	0	1	1
652	1	8	71	0	28	549	0	1	0
652	2	8	71	0	28	549	0	1	1
653	1	7	29	0	28	549	0	1	0
653	2	7	29	0	28	549	0	1	1
654	1	4	78	0	28	549	0	1	0
654	2	4	78	0	28	549	0	1	1
655	1	9	39	0	28	549	0	1	0
655	2	9	39	0	28	549	0	1	1
656	1	12	82	0	28	549	0	1	0
656	2	12	82	0	28	549	0	1	1
657	1	2	50	0	28	549	0	1	0
657	2	2	50	0	28	549	0	1	1
658	1	14	1	0	28	549	0	1	0
658	2	14	1	0	28	549	0	1	1
659	1	1	87	0	28	549	0	1	0
659	2	1	87	0	28	549	0	1	1
660	1	11	58	0	28	549	0	1	0
660	2	11	58	0	28	549	0	1	1
661	1	15	12	0	28	549	0	1	0
661	2	15	12	0	28	549	0	1	1
662	1	6	91	0	28	549	0	1	0
662	2	6	91	0	28	549	0	1	1
663	1	10	63	0	28	549	0	1	0
663	2	10	63	0	28	549	0	1	1
664	1	5	20	0	28	549	0	1	0
664	2	5	20	0	28	549	0	1	1
665	1	13	94	0	28	549	0	1	0
665	2	13	94	0	28	549	0	1	1
666	1	3	96	0	28	549	0	1	0
666	2	3	96	0	28	549	0	1	1
667	1	8	71	0	28	549	0	1	0
667	2	8	71	0	28	549	0	1	1
668	1	7	29	0	28	549	0	1	0
668	2	7	29	0	28	549	0	1	1
669	1	4	78	0	28	549	0	1	0
669	2	4	78	0	28	549	0	1	1
670	1	9	39	0	28	549	0	1	0
670	2	9	39	0	28	549	0	1	1
671	1	12	82	0	28	549	0	1	0
671	2	12	82	0	28	549	0	1	1
672	1	2	50	0	28	549	0	1	0
672	2	2	50	0	28	549	0	1	1
673	1	14	1	0	28	549	0	1	0
673	2	14	1	0	28	549	0	1	1
674	1	1	87	0	28	549	0	1	0
674	2	1	87	0	28	549	0	1	1
675	1	11	58	0	28	549	0	1	0
675	2	11	58	0	28	549	0	1	1
676	1	15	12	0	28	549	0	1	0
676	2	15	12	0	28	549	0	1	1
677	1	6	91	0	28	549	0	1	0
677	2	6	91	0	28	549	0	1	1
678	1	10	63	0	28	549	0	1	0
678	2	10	63	0	28	549	0	1	1
679	1	5	20	0	28	549	0	1	0
679	2	5	20	0	28	549	0	1	1
680	1	13	94	0	28	549	0	1	0
680	2	13	94	0	28	549	0	1	1
681	1	3	96	0	28	549	0	1	0
681	2	3	96	0	28	549	0	1	1
682	1	8	71	0	28	549	0	1	0
682	2	8	71	0	28	549	0	1	1
683	1	7	29	0	28	549	0	1	0
683	2	7	29	0	28	549	0	1	1
684	1	4	78	0	28	549	0	1	0
684	2	4	78	0	28	549	0	1	1
685	1	9	39	0	28	549	0	1	0
685	2	9	39	0	28	549	0	1	1
686	1	12	82	0	28	549	0	1	0
686	2	12	82	0	28	549	0	1	1
687	1	2	50	0	28	549	0	1	0
687	2	2	50	0	28	549	0	1	1
688	1	14	1	0	28	549	0	1	0
688	2	14	1	0	28	549	0	1	1
689	1	1	87	0	28	549	0	1	0
689	2	1	87	0	28	549	0	1	1
690	1	11	58	0	28	549	0	1	0
690	2	11	58	0	28	549	0	1	1
691	1	15	12	0	28	549	0	1	0
691	2	15	12	0	28	549	0	1	1
692	1	6	91	0	28	549	0	1	0
692	2	6	91	0	28	549	0	1	1
693	1	10	63	0	28	549	0	1	0
693	2	10	63	0	28	549	0	1	1
694	1	5	20	0	28	549	0	1	0
694	2	5	20	0	28	549	0	1	1
695	1	13	94	0	28	549	0	1	0
695	2	13	94	0	28	549	0	1	1
696	1	3	96	0	28	549	0	1	0
696	2	3	96	0	28	549	0	1	1
697	1	8	71	0	28	549	0	1	0
697	2	8	71	0	28	549	0	1	1
698	1	7	29	0	28	549	0	1	0
698	2	7	29	0	28	549	0	1	1
699	1	4	78	0	28	549	0	1	0
699	2	4	78	0	28	549	0	1	1
700	1	9	39	0	28	549	0	1	0
700	2	9	39	0	28	549	0	1	1
701	1	12	82	0	28	549	0	1	0
701	2	12	82	0	28	549	0	1	1
702	1	2	50	0	28	549	0	1	0
702	2	2	50	0	28	549	0	1	1
703	1	14	1	0	28	549	0	1	0
703	2	14	1	0	28	549	0	1	1
704	1	1	87	0	28	549	0	1	0
704	2	1	87	0	28	549	0	1	1
705	1	11	58	0	28	549	0	1	0
705	2	11	58	0	28	549	0	1	1
706	1	15	12	0	28	549	0	1	0
706	2	15	12	0	28	549	0	1	1
707	1	6	91	0	28	549	0	1	0
707	2	6	91	0	28	549	0	1	1
708	1	10	63	0	28	549	0	1	0
708	2	10	63	0	28	549	0	1	1
709	1	5	20	0	28	549	0	1	0
709	2	5	20	0	28	549	0	1	1
710	1	13	94	0	28	549	0	1	0
710	2	13	94	0	28	549	0	1	1
711	1	3	96	0	28	549	0	1	0
711	2	3	96	0	28	549	0	1	1
712	1	8	71	0	28	549	0	1	0
712	2	8	71	0	28	549	0	1	1
713	1	7	29	0	28	549	0	1	0
713	2	7	29	0	28	549	0	1	1
714	1	4	78	0	28	549	0	1	0
714	2	4	78	0	28	549	0	1	1
715	1	9	39	0	28	549	0	1	0
715	2	9	39	0	28	549	0	1	1
716	1	12	82	0	28	549	0	1	0
716	2	12	82	0	28	549	0	1	1
717	1	2	50	0	28	549	0	1	0
717	2	2	50	0	28	549	0	1	1
718	1	14	1	0	28	549	0	1	0
718	2	14	1	0	28	549	0	1	1
719	1	1	87	0	28	549	0	1	0
719	2	1	87	0	28	549	0	1	1
720	1	11	58	0	28	549	0	1	0
720	2	11	58	0	28	549	0	1	1
721	1	15	12	0	28	549	0	1	0
721	2	15	12	0	28	549	0	1	1
722	1	6	91	0	28	549	0	1	0
722	2	6	91	0	28	549	0	1	1
723	1	10	63	0	28	549	0	1	0
723	2	10	63	0	28	549	0	1	1
724	1	5	20	0	28	549	0	1	0
724	2	5	20	0	28	549	0	1	1
725	1	13	94	0	28	549	0	1	0
725	2	13	94	0	28	549	0	1	1
726	1	3	96	0	28	549	0	1	0
726	2	3	96	0	28	549	0	1	1
727	1	8	71	0	28	549	0	1	0
727	2	8	71	0	28	549	0	1	1
728	1	7	29	0	28	549	0	1	0
728	2	7	29	0	28	549	0	1	1
729	1	4	78	0	28	549	0	1	0
729	2	4	78	0	28	549	0	1	1
730	1	9	39	0	28	549	0	1	0
730	2	9	39	0	28	549	0	1	1
731	1	12	82	0	28	549	0	1	0
731	2	12	82	0	28	549	0	1	1
732	1	2	50	0	28	549	0	1	0
732	2	2	50	0	28	549	0	1	1
733	1	14	1	0	28	549	0	1	0
733	2	14	1	0	28	549	0	1	1
734	1	1	87	0	28	549	0	1	0
734	2	1	87	0	28	549	0	1	1
735	1	11	58	0	28	549	0	1	0
735	2	11	58	0	28	549	0	1	1
736	1	15	12	0	28	549	0	1	0
736	2	15	12	0	28	549	0	1	1
737	1	6	91	0	28	549	0	1	0
737	2	6	91	0	28	549	0	1	1
738	1	10	63	0	28	549	0	1	0
738	2	10	63	0	28	549	0	1	1
739	1	5	20	0	28	549	0	1	0
739	2	5	20	0	28	549	0	1	1
740	1	13	94	0	28	549	0	1	0
740	2	13	94	0	28	549	0	1	1
741	1	3	96	0	28	549	0	1	0
741	2	3	96	0	28	549	0	1	1
742	1	8	71	0	28	549	0	1	0
742	2	8	71	0	28	549	0	1	1
743	1	7	29	0	28	549	0	1	0
743	2	7	29	0	28	549	0	1	1
744	1	4	78	0	28	549	0	1	0
744	2	4	78	0	28	549	0	1	1
745	1	9	39	0	28	549	0	1	0
745	2	9	39	0	28	549	0	1	1
746	1	12	82	0	28	549	0	1	0
746	2	12	82	0	28	549	0	1	1
747	1	2	50	0	28	549	0	1	0
747	2	2	50	0	28	549	0	1	1
748	1	14	1	0	28	549	0	1	0
748	2	14	1	0	28	549	0	1	1
749	1	1	87	0	28	549	0	1	0
749	2	1	87	0	28	549	0	1	1
750	1	11	58	0	28	549	0	1	0
750	2	11	58	0	28	549	0	1	1
751	1	15	12	0	28	549	0	1	0
751	2	15	12	0	28	549	0	1	1
752	1	6	91	0	28	549	0	1	0
752	2	6	91	0	28	549	0	1	1
753	1	10	63	0	28	549	0	1	0
753	2	10	63	0	28	549	0	1	1
754	1	5	20	0	28	549	0	1	0
754	2	5	20	0	28	549	0	1	1
755	1	13	94	0	28	549	0	1	0
755	2	13	94	0	28	549	0	1	1
756	1	3	96	0	28	549	0	1	0
756	2	3	96	0	28	549	0	1	1
757	1	8	71	0	28	549	0	1	0
757	2	8	71	0	28	549	0	1	1
758	1	7	29	0	28	549	0	1	0
758	2	7	29	0	28	549	0	1	1
759	1	4	78	0	28	549	0	1	0
759	2	4	78	0	28	549	0	1	1
760	1	9	39	0	28	549	0	1	0
760	2	9	39	0	28	549	0	1	1
761	1	12	82	0	28	549	0	1	0
761	2	12	82	0	28	549	0	1	1
762	1	2	50	0	28	549	0	1	0
762	2	2	50	0	28	549	0	1	1
763	1	14	1	0	28	549	0	1	0
763	2	14	1	0	28	549	0	1	1
764	1	1	87	0	28	549	0	1	0
764	2	1	87	0	28	549	0	1	1
765	1	11	58	0	28	549	0	1	0
765	2	11	58	0	28	549	0	1	1
766	1	15	12	0	28	549	0	1	0
766	2	15	12	0	28	549	0	1	1
767	1	6	91	0	28	549	0	1	0
767	2	6	91	0	28	549	0	1	1
768	1	10	63	0	28	549	0	1	0
768	2	10	63	0	28	549	0	1	1
769	1	5	20	0	28	549	0	1	0
769	2	5	20	0	28	549	0	1	1
770	1	13	94	0	28	549	0	1	0
770	2	13	94	0	28	549	0	1	1
771	1	3	96	0	28	549	0	1	0
771	2	3	96	0	28	549	0	1	1
772	1	8	71	0	28	549	0	1	0
772	2	8	71	0	28	549	0	1	1
773	1	7	29	0	28	549	0	1	0
773	2	7	29	0	28	549	0	1	1
774	1	4	78	0	28	549	0	1	0
774	2	4	78	0	28	549	0	1	1
775	1	9	39	0	28	549	0	1	0
775	2	9	39	0	28	549	0	1	1
776	1	12	82	0	28	549	0	1	0
776	2	12	82	0	28	549	0	1	1
777	1	2	50	0	28	549	0	1	0
777	2	2	50	0	28	549	0	1	1
778	1	14	1	0	28	549	0	1	0
778	2	14	1	0	28	549	0	1	1
779	1	1	87	0	28	549	0	1	0
779	2	1	87	0	28	549	0	1	1
780	1	11	58	0	28	549	0	1	0
780	2	11	58	0	28	549	0	1	1
781	1	15	12	0	28	549	0	1	0
781	2	15	12	0	28	549	0	1	1
782	1	6	91	0	28	549	0	1	0
782	2	6	91	0	28	549	0	1	1
783	1	10	63	0	28	549	0	1	0
783	2	10	63	0	28	549	0	1	1
784	1	5	20	0	28	549	0	1	0
784	2	5	20	0	28	549	0	1	1
785	1	13	94	0	28	549	0	1	0
785	2	13	94	0	28	549	0	1	1
786	1	3	96	0	28	549	0	1	0
786	2	3	96	0	28	549	0	1	1
787	1	8	71	0	28	549	0	1	0
787	2	8	71	0	28	549	0	1	1
788	1	7	29	0	28	549	0	1	0
788	2	7	29	0	28	549	0	1	1
789	1	4	78	0	28	549	0	1	0
789	2	4	78	0	28	549	0	1	1
790	1	9	39	0	28	549	0	1	0
790	2	9	39	0	28	549	0	1	1
791	1	12	82	0	28	549	0	1	0
791	2	12	82	0	28	549	0	1	1
792	1	2	50	0	28	549	0	1	0
792	2	2	50	0	28	549	0	1	1
793	1	14	1	0	28	549	0	1	0
793	2	14	1	0	28	549	0	1	1
794	1	1	87	0	28	549	0	1	0
794	2	1	87	0	28	549	0	1	1
795	1	11	58	0	28	549	0	1	0
795	2	11	58	0	28	549	0	1	1
796	1	15	12	0	28	549	0	1	0
796	2	15	12	0	28	549	0	1	1
797	1	6	91	0	28	549	0	1	0
797	2	6	91	0	28	549	0	1	1
798	1	10	63	0	28	549	0	1	0
798	2	10	63	0	28	549	0	1	1
799	1	5	20	0	28	549	0	1	0
799	2	5	20	0	28	549	0	1	1
800	1	13	94	0	28	549	0	1	0
800	2	13	94	0	28	549	0	1	1
801	1	3	96	0	28	549	0	1	0
801	2	3	96	0	28	549	0	1	1
802	1	8	71	0	28	549	0	1	0
802	2	8	71	0	28	549	0	1	1
803	1	7	29	0	28	549	0	1	0
803	2	7	29	0	28	549	0	1	1
804	1	4	78	0	28	549	0	1	0
804	2	4	78	0	28	549	0	1	1
805	1	9	39	0	28	549	0	1	0
805	2	9	39	0	28	549	0	1	1
806	1	12	82	0	28	549	0	1	0
806	2	12	82	0	28	549	0	1	1
807	1	2	50	0	28	549	0	1	0
807	2	2	50	0	28	549	0	1	1
808	1	14	1	0	28	549	0	1	0
808	2	14	1	0	28	549	0	1	1
809	1	1	87	0	28	549	0	1	0
809	2	1	87	0	28	549	0	1	1
810	1	11	58	0	28	549	0	1	0
810	2	11	58	0	28	549	0	1	1
811	1	15	12	0	28	549	0	1	0
811	2	15	12	0	28	549	0	1	1
812	1	6	91	0	28	549	0	1	0
812	2	6	91	0	28	549	0	1	1
813	1	10	63	0	28	549	0	1	0
813	2	10	63	0	28	549	0	1	1
814	1	5	20	0	28	549	0	1	0
814	2	5	20	0	28	549	0	1	1
815	1	13	94	0	28	549	0	1	0
815	2	13	94	0	28	549	0	1	1
816	1	3	96	0	28	549	0	1	0
816	2	3	96	0	28	549	0	1	1
817	1	8	71	0	28	549	0	1	0
817	2	8	71	0	28	549	0	1	1
818	1	7	29	0	28	549	0	1	0
818	2	7	29	0	28	549	0	1	1
819	1	4	78	0	28	549	0	1	0
819	2	4	78	0	28	549	0	1	1
820	1	9	39	0	28	549	0	1	0
820	2	9	39	0	28	549	0	1	1
821	1	12	82	0	28	549	0	1	0
821	2	12	82	0	28	549	0	1	1
822	1	2	50	0	28	549	0	1	0
822	2	2	50	0	28	549	0	1	1
823	1	14	1	0	28	549	0	1	0
823	2	14	1	0	28	549	0	1	1
824	1	1	87	0	28	549	0	1	0
824	2	1	87	0	28	549	0	1	1
825	1	11	58	0	28	549	0	1	0
825	2	11	58	0	28	549	0	1	1
826	1	15	12	0	28	549	0	1	0
826	2	15	12	0	28	549	0	1	1
827	1	6	91	0	28	549	0	1	0
827	2	6	91	0	28	549	0	1	1
828	1	10	63	0	28	549	0	1	0
828	2	10	63	0	28	549	0	1	1
829	1	5	20	0	28	549	0	1	0
829	2	5	20	0	28	549	0	1	1
830	1	13	94	0	28	549	0	1	0
