% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
1661	2	1	1	0	28	2196	0	1	0
1662	2	1	1	0	28	2196	0	1	0
319	1	5	20	0	28	549	0	1	0
319	2	5	20	0	28	549	0	1	1
1663	2	1	1	0	28	2196	0	1	0
1664	2	1	1	0	28	2196	0	1	0
320	1	13	94	0	28	549	0	1	0
320	2	13	94	0	28	549	0	1	1
1665	2	1	1	0	28	2196	0	1	0
1666	2	1	1	0	28	2196	0	1	0
1667	2	1	1	0	28	2196	0	1	0
321	1	3	96	0	28	549	0	1	0
1668	2	1	1	0	28	2196	0	1	0
321	2	3	96	0	28	549	0	1	1
1669	2	1	1	0	28	2196	0	1	0
1670	2	1	1	0	28	2196	0	1	0
322	1	8	71	0	28	549	0	1	0
322	2	8	71	0	28	549	0	1	1
1671	2	1	1	0	28	2196	0	1	0
1672	2	1	1	0	28	2196	0	1	0
1673	2	1	1	0	28	2196	0	1	0
323	1	7	29	0	28	549	0	1	0
323	2	7	29	0	28	549	0	1	1
1674	2	1	1	0	28	2196	0	1	0
1675	2	1	1	0	28	2196	0	1	0
324	1	4	78	0	28	549	0	1	0
324	2	4	78	0	28	549	0	1	1
1676	2	1	1	0	28	2196	0	1	0
1677	2	1	1	0	28	2196	0	1	0
1678	2	1	1	0	28	2196	0	1	0
1679	2	1	1	0	28	2196	0	1	0
325	1	9	39	0	28	549	0	1	0
325	2	9	39	0	28	549	0	1	1
1680	2	1	1	0	28	2196	0	1	0
1681	2	1	1	0	28	2196	0	1	0
326	1	12	82	0	28	549	0	1	0
326	2	12	82	0	28	549	0	1	1
1682	2	1	1	0	28	2196	0	1	0
1683	2	1	1	0	28	2196	0	1	0
1684	2	1	1	0	28	2196	0	1	0
327	1	2	50	0	28	549	0	1	0
327	2	2	50	0	28	549	0	1	1
1685	2	1	1	0	28	2196	0	1	0
1686	2	1	1	0	28	2196	0	1	0
328	1	14	1	0	28	549	0	1	0
328	2	14	1	0	28	549	0	1	1
1687	2	1	1	0	28	2196	0	1	0
1688	2	1	1	0	28	2196	0	1	0
1689	2	1	1	0	28	2196	0	1	0
1690	2	1	1	0	28	2196	0	1	0
329	1	1	87	0	28	549	0	1	0
329	2	1	87	0	28	549	0	1	1
1691	2	1	1	0	28	2196	0	1	0
1692	2	1	1	0	28	2196	0	1	0
330	1	11	58	0	28	549	0	1	0
330	2	11	58	0	28	549	0	1	1
1693	2	1	1	0	28	2196	0	1	0
1694	2	1	1	0	28	2196	0	1	0
1695	2	1	1	0	28	2196	0	1	0
331	1	15	12	0	28	549	0	1	0
331	2	15	12	0	28	549	0	1	1
1696	2	1	1	0	28	2196	0	1	0
1697	2	1	1	0	28	2196	0	1	0
332	1	6	91	0	28	549	0	1	0
332	2	6	91	0	28	549	0	1	1
1698	2	1	1	0	28	2196	0	1	0
1699	2	1	1	0	28	2196	0	1	0
1700	2	1	1	0	28	2196	0	1	0
1701	2	1	1	0	28	2196	0	1	0
333	1	10	63	0	28	549	0	1	0
333	2	10	63	0	28	549	0	1	1
1702	2	1	1	0	28	2196	0	1	0
1703	2	1	1	0	28	2196	0	1	0
334	1	5	20	0	28	549	0	1	0
334	2	5	20	0	28	549	0	1	1
1704	2	1	1	0	28	2196	0	1	0
1705	2	1	1	0	28	2196	0	1	0
1706	2	1	1	0	28	2196	0	1	0
335	1	13	94	0	28	549	0	1	0
335	2	13	94	0	28	549	0	1	1
1707	2	1	1	0	28	2196	0	1	0
1708	2	1	1	0	28	2196	0	1	0
336	1	3	96	0	28	549	0	1	0
336	2	3	96	0	28	549	0	1	1
1709	2	1	1	0	28	2196	0	1	0
1710	2	1	1	0	28	2196	0	1	0
1711	2	1	1	0	28	2196	0	1	0
1712	2	1	1	0	28	2196	0	1	0
337	1	8	71	0	28	549	0	1	0
337	2	8	71	0	28	549	0	1	1
1713	2	1	1	0	28	2196	0	1	0
1714	2	1	1	0	28	2196	0	1	0
338	1	7	29	0	28	549	0	1	0
338	2	7	29	0	28	549	0	1	1
1715	2	1	1	0	28	2196	0	1	0
1716	2	1	1	0	28	2196	0	1	0
1717	2	1	1	0	28	2196	0	1	0
1718	2	1	1	0	28	2196	0	1	0
339	1	4	78	0	28	549	0	1	0
339	2	4	78	0	28	549	0	1	1
1719	2	1	1	0	28	2196	0	1	0
1720	2	1	1	0	28	2196	0	1	0
340	1	9	39	0	28	549	0	1	0
340	2	9	39	0	28	549	0	1	1
1721	2	1	1	0	28	2196	0	1	0
1722	2	1	1	0	28	2196	0	1	0
1723	2	1	1	0	28	2196	0	1	0
1724	2	1	1	0	28	2196	0	1	0
341	1	12	82	0	28	549	0	1	0
341	2	12	82	0	28	549	0	1	1
1725	2	1	1	0	28	2196	0	1	0
1726	2	1	1	0	28	2196	0	1	0
342	1	2	50	0	28	549	0	1	0
342	2	2	50	0	28	549	0	1	1
1727	2	1	1	0	28	2196	0	1	0
1728	2	1	1	0	28	2196	0	1	0
1729	2	1	1	0	28	2196	0	1	0
343	1	14	1	0	28	549	0	1	0
1730	2	1	1	0	28	2196	0	1	0
343	2	14	1	0	28	549	0	1	1
1731	2	1	1	0	28	2196	0	1	0
344	1	1	87	0	28	549	0	1	0
1732	2	1	1	0	28	2196	0	1	0
344	2	1	87	0	28	549	0	1	1
1733	2	1	1	0	28	2196	0	1	0
1734	2	1	1	0	28	2196	0	1	0
1735	2	1	1	0	28	2196	0	1	0
345	1	11	58	0	28	549	0	1	0
345	2	11	58	0	28	549	0	1	1
1736	2	1	1	0	28	2196	0	1	0
1737	2	1	1	0	28	2196	0	1	0
346	1	15	12	0	28	549	0	1	0
346	2	15	12	0	28	549	0	1	1
1738	2	1	1	0	28	2196	0	1	0
1739	2	1	1	0	28	2196	0	1	0
1740	2	1	1	0	28	2196	0	1	0
347	1	6	91	0	28	549	0	1	0
1741	2	1	1	0	28	2196	0	1	0
347	2	6	91	0	28	549	0	1	1
1742	2	1	1	0	28	2196	0	1	0
348	1	10	63	0	28	549	0	1	0
1743	2	1	1	0	28	2196	0	1	0
348	2	10	63	0	28	549	0	1	1
1744	2	1	1	0	28	2196	0	1	0
349	1	5	20	0	28	549	0	1	0
349	2	5	20	0	28	549	0	1	1
1745	2	1	1	0	28	2196	0	1	0
350	1	13	94	0	28	549	0	1	0
350	2	13	94	0	28	549	0	1	1
1746	2	1	1	0	28	2196	0	1	0
1747	2	1	1	0	28	2196	0	1	0
1748	2	1	1	0	28	2196	0	1	0
351	1	3	96	0	28	549	0	1	0
351	2	3	96	0	28	549	0	1	1
1749	2	1	1	0	28	2196	0	1	0
1750	2	1	1	0	28	2196	0	1	0
352	1	8	71	0	28	549	0	1	0
352	2	8	71	0	28	549	0	1	1
1751	2	1	1	0	28	2196	0	1	0
1752	2	1	1	0	28	2196	0	1	0
1753	2	1	1	0	28	2196	0	1	0
353	1	7	29	0	28	549	0	1	0
353	2	7	29	0	28	549	0	1	1
1754	2	1	1	0	28	2196	0	1	0
1755	2	1	1	0	28	2196	0	1	0
354	1	4	78	0	28	549	0	1	0
354	2	4	78	0	28	549	0	1	1
1756	2	1	1	0	28	2196	0	1	0
1757	2	1	1	0	28	2196	0	1	0
1758	2	1	1	0	28	2196	0	1	0
355	1	9	39	0	28	549	0	1	0
355	2	9	39	0	28	549	0	1	1
1759	2	1	1	0	28	2196	0	1	0
1760	2	1	1	0	28	2196	0	1	0
356	1	12	82	0	28	549	0	1	0
356	2	12	82	0	28	549	0	1	1
1761	2	1	1	0	28	2196	0	1	0
1762	2	1	1	0	28	2196	0	1	0
1763	2	1	1	0	28	2196	0	1	0
357	1	2	50	0	28	549	0	1	0
357	2	2	50	0	28	549	0	1	1
1764	2	1	1	0	28	2196	0	1	0
1765	2	1	1	0	28	2196	0	1	0
358	1	14	1	0	28	549	0	1	0
358	2	14	1	0	28	549	0	1	1
1766	2	1	1	0	28	2196	0	1	0
1767	2	1	1	0	28	2196	0	1	0
1768	2	1	1	0	28	2196	0	1	0
359	1	1	87	0	28	549	0	1	0
1769	2	1	1	0	28	2196	0	1	0
359	2	1	87	0	28	549	0	1	1
1770	2	1	1	0	28	2196	0	1	0
360	1	11	58	0	28	549	0	1	0
1771	2	1	1	0	28	2196	0	1	0
360	2	11	58	0	28	549	0	1	1
1772	2	1	1	0	28	2196	0	1	0
1773	2	1	1	0	28	2196	0	1	0
1774	2	1	1	0	28	2196	0	1	0
361	1	15	12	0	28	549	0	1	0
361	2	15	12	0	28	549	0	1	1
1775	2	1	1	0	28	2196	0	1	0
1776	2	1	1	0	28	2196	0	1	0
362	1	6	91	0	28	549	0	1	0
362	2	6	91	0	28	549	0	1	1
1777	2	1	1	0	28	2196	0	1	0
1778	2	1	1	0	28	2196	0	1	0
1779	2	1	1	0	28	2196	0	1	0
1780	2	1	1	0	28	2196	0	1	0
363	1	10	63	0	28	549	0	1	0
363	2	10	63	0	28	549	0	1	1
1781	2	1	1	0	28	2196	0	1	0
364	1	5	20	0	28	549	0	1	0
1782	2	1	1	0	28	2196	0	1	0
364	2	5	20	0	28	549	0	1	1
1783	2	1	1	0	28	2196	0	1	0
1784	2	1	1	0	28	2196	0	1	0
1785	2	1	1	0	28	2196	0	1	0
365	1	13	94	0	28	549	0	1	0
365	2	13	94	0	28	549	0	1	1
1786	2	1	1	0	28	2196	0	1	0
1787	2	1	1	0	28	2196	0	1	0
1788	2	1	1	0	28	2196	0	1	0
366	1	3	96	0	28	549	0	1	0
366	2	3	96	0	28	549	0	1	1
1789	2	1	1	0	28	2196	0	1	0
1790	2	1	1	0	28	2196	0	1	0
1791	2	1	1	0	28	2196	0	1	0
367	1	8	71	0	28	549	0	1	0
367	2	8	71	0	28	549	0	1	1
1792	2	1	1	0	28	2196	0	1	0
1793	2	1	1	0	28	2196	0	1	0
368	1	7	29	0	28	549	0	1	0
368	2	7	29	0	28	549	0	1	1
1794	2	1	1	0	28	2196	0	1	0
1795	2	1	1	0	28	2196	0	1	0
1796	2	1	1	0	28	2196	0	1	0
369	1	4	78	0	28	549	0	1	0
1797	2	1	1	0	28	2196	0	1	0
369	2	4	78	0	28	549	0	1	1
1798	2	1	1	0	28	2196	0	1	0
370	1	9	39	0	28	549	0	1	0
1799	2	1	1	0	28	2196	0	1	0
370	2	9	39	0	28	549	0	1	1
1800	2	1	1	0	28	2196	0	1	0
1801	2	1	1	0	28	2196	0	1	0
1802	2	1	1	0	28	2196	0	1	0
371	1	12	82	0	28	549	0	1	0
371	2	12	82	0	28	549	0	1	1
1803	2	1	1	0	28	2196	0	1	0
1804	2	1	1	0	28	2196	0	1	0
372	1	2	50	0	28	549	0	1	0
372	2	2	50	0	28	549	0	1	1
1805	2	1	1	0	28	2196	0	1	0
1806	2	1	1	0	28	2196	0	1	0
1807	2	1	1	0	28	2196	0	1	0
373	1	14	1	0	28	549	0	1	0
373	2	14	1	0	28	549	0	1	1
1808	2	1	1	0	28	2196	0	1	0
1809	2	1	1	0	28	2196	0	1	0
374	1	1	87	0	28	549	0	1	0
374	2	1	87	0	28	549	0	1	1
1810	2	1	1	0	28	2196	0	1	0
1811	2	1	1	0	28	2196	0	1	0
1812	2	1	1	0	28	2196	0	1	0
1813	2	1	1	0	28	2196	0	1	0
375	1	11	58	0	28	549	0	1	0
375	2	11	58	0	28	549	0	1	1
1814	2	1	1	0	28	2196	0	1	0
376	1	15	12	0	28	549	0	1	0
1815	2	1	1	0	28	2196	0	1	0
376	2	15	12	0	28	549	0	1	1
1816	2	1	1	0	28	2196	0	1	0
1817	2	1	1	0	28	2196	0	1	0
1818	2	1	1	0	28	2196	0	1	0
377	1	6	91	0	28	549	0	1	0
377	2	6	91	0	28	549	0	1	1
1819	2	1	1	0	28	2196	0	1	0
1820	2	1	1	0	28	2196	0	1	0
378	1	10	63	0	28	549	0	1	0
378	2	10	63	0	28	549	0	1	1
1821	2	1	1	0	28	2196	0	1	0
1822	2	1	1	0	28	2196	0	1	0
1823	2	1	1	0	28	2196	0	1	0
379	1	5	20	0	28	549	0	1	0
379	2	5	20	0	28	549	0	1	1
1824	2	1	1	0	28	2196	0	1	0
1825	2	1	1	0	28	2196	0	1	0
380	1	13	94	0	28	549	0	1	0
380	2	13	94	0	28	549	0	1	1
1826	2	1	1	0	28	2196	0	1	0
1827	2	1	1	0	28	2196	0	1	0
1828	2	1	1	0	28	2196	0	1	0
1829	2	1	1	0	28	2196	0	1	0
381	1	3	96	0	28	549	0	1	0
381	2	3	96	0	28	549	0	1	1
1830	2	1	1	0	28	2196	0	1	0
1831	2	1	1	0	28	2196	0	1	0
382	1	8	71	0	28	549	0	1	0
382	2	8	71	0	28	549	0	1	1
1832	2	1	1	0	28	2196	0	1	0
1833	2	1	1	0	28	2196	0	1	0
1834	2	1	1	0	28	2196	0	1	0
1835	2	1	1	0	28	2196	0	1	0
383	1	7	29	0	28	549	0	1	0
383	2	7	29	0	28	549	0	1	1
1836	2	1	1	0	28	2196	0	1	0
1837	2	1	1	0	28	2196	0	1	0
384	1	4	78	0	28	549	0	1	0
384	2	4	78	0	28	549	0	1	1
1838	2	1	1	0	28	2196	0	1	0
1839	2	1	1	0	28	2196	0	1	0
1840	2	1	1	0	28	2196	0	1	0
385	1	9	39	0	28	549	0	1	0
385	2	9	39	0	28	549	0	1	1
1841	2	1	1	0	28	2196	0	1	0
1842	2	1	1	0	28	2196	0	1	0
386	1	12	82	0	28	549	0	1	0
386	2	12	82	0	28	549	0	1	1
1843	2	1	1	0	28	2196	0	1	0
1844	2	1	1	0	28	2196	0	1	0
1845	2	1	1	0	28	2196	0	1	0
387	1	2	50	0	28	549	0	1	0
387	2	2	50	0	28	549	0	1	1
1846	2	1	1	0	28	2196	0	1	0
1847	2	1	1	0	28	2196	0	1	0
388	1	14	1	0	28	549	0	1	0
388	2	14	1	0	28	549	0	1	1
1848	2	1	1	0	28	2196	0	1	0
1849	2	1	1	0	28	2196	0	1	0
1850	2	1	1	0	28	2196	0	1	0
389	1	1	87	0	28	549	0	1	0
1851	2	1	1	0	28	2196	0	1	0
389	2	1	87	0	28	549	0	1	1
1852	2	1	1	0	28	2196	0	1	0
390	1	11	58	0	28	549	0	1	0
390	2	11	58	0	28	549	0	1	1
1853	2	1	1	0	28	2196	0	1	0
1854	2	1	1	0	28	2196	0	1	0
1855	2	1	1	0	28	2196	0	1	0
1856	2	1	1	0	28	2196	0	1	0
391	1	15	12	0	28	549	0	1	0
391	2	15	12	0	28	549	0	1	1
1857	2	1	1	0	28	2196	0	1	0
1858	2	1	1	0	28	2196	0	1	0
392	1	6	91	0	28	549	0	1	0
392	2	6	91	0	28	549	0	1	1
1859	2	1	1	0	28	2196	0	1	0
1860	2	1	1	0	28	2196	0	1	0
1861	2	1	1	0	28	2196	0	1	0
393	1	10	63	0	28	549	0	1	0
393	2	10	63	0	28	549	0	1	1
1862	2	1	1	0	28	2196	0	1	0
1863	2	1	1	0	28	2196	0	1	0
394	1	5	20	0	28	549	0	1	0
394	2	5	20	0	28	549	0	1	1
1864	2	1	1	0	28	2196	0	1	0
1865	2	1	1	0	28	2196	0	1	0
1866	2	1	1	0	28	2196	0	1	0
395	1	13	94	0	28	549	0	1	0
395	2	13	94	0	28	549	0	1	1
1867	2	1	1	0	28	2196	0	1	0
1868	2	1	1	0	28	2196	0	1	0
396	1	3	96	0	28	549	0	1	0
396	2	3	96	0	28	549	0	1	1
1869	2	1	1	0	28	2196	0	1	0
1870	2	1	1	0	28	2196	0	1	0
1871	2	1	1	0	28	2196	0	1	0
397	1	8	71	0	28	549	0	1	0
1872	2	1	1	0	28	2196	0	1	0
397	2	8	71	0	28	549	0	1	1
1873	2	1	1	0	28	2196	0	1	0
398	1	7	29	0	28	549	0	1	0
398	2	7	29	0	28	549	0	1	1
1874	2	1	1	0	28	2196	0	1	0
1875	2	1	1	0	28	2196	0	1	0
1876	2	1	1	0	28	2196	0	1	0
1877	2	1	1	0	28	2196	0	1	0
399	1	4	78	0	28	549	0	1	0
399	2	4	78	0	28	549	0	1	1
1878	2	1	1	0	28	2196	0	1	0
1879	2	1	1	0	28	2196	0	1	0
400	1	9	39	0	28	549	0	1	0
400	2	9	39	0	28	549	0	1	1
1880	2	1	1	0	28	2196	0	1	0
1881	2	1	1	0	28	2196	0	1	0
1882	2	1	1	0	28	2196	0	1	0
1883	2	1	1	0	28	2196	0	1	0
401	1	12	82	0	28	549	0	1	0
401	2	12	82	0	28	549	0	1	1
1884	2	1	1	0	28	2196	0	1	0
1885	2	1	1	0	28	2196	0	1	0
402	1	2	50	0	28	549	0	1	0
402	2	2	50	0	28	549	0	1	1
1886	2	1	1	0	28	2196	0	1	0
1887	2	1	1	0	28	2196	0	1	0
1888	2	1	1	0	28	2196	0	1	0
403	1	14	1	0	28	549	0	1	0
403	2	14	1	0	28	549	0	1	1
1889	2	1	1	0	28	2196	0	1	0
1890	2	1	1	0	28	2196	0	1	0
404	1	1	87	0	28	549	0	1	0
404	2	1	87	0	28	549	0	1	1
1891	2	1	1	0	28	2196	0	1	0
1892	2	1	1	0	28	2196	0	1	0
1893	2	1	1	0	28	2196	0	1	0
405	1	11	58	0	28	549	0	1	0
405	2	11	58	0	28	549	0	1	1
1894	2	1	1	0	28	2196	0	1	0
1895	2	1	1	0	28	2196	0	1	0
406	1	15	12	0	28	549	0	1	0
406	2	15	12	0	28	549	0	1	1
1896	2	1	1	0	28	2196	0	1	0
1897	2	1	1	0	28	2196	0	1	0
1898	2	1	1	0	28	2196	0	1	0
407	1	6	91	0	28	549	0	1	0
1899	2	1	1	0	28	2196	0	1	0
407	2	6	91	0	28	549	0	1	1
1900	2	1	1	0	28	2196	0	1	0
408	1	10	63	0	28	549	0	1	0
408	2	10	63	0	28	549	0	1	1
1901	2	1	1	0	28	2196	0	1	0
1902	2	1	1	0	28	2196	0	1	0
1903	2	1	1	0	28	2196	0	1	0
1904	2	1	1	0	28	2196	0	1	0
409	1	5	20	0	28	549	0	1	0
409	2	5	20	0	28	549	0	1	1
1905	2	1	1	0	28	2196	0	1	0
1906	2	1	1	0	28	2196	0	1	0
410	1	13	94	0	28	549	0	1	0
410	2	13	94	0	28	549	0	1	1
1907	2	1	1	0	28	2196	0	1	0
1908	2	1	1	0	28	2196	0	1	0
1909	2	1	1	0	28	2196	0	1	0
411	1	3	96	0	28	549	0	1	0
1910	2	1	1	0	28	2196	0	1	0
411	2	3	96	0	28	549	0	1	1
1911	2	1	1	0	28	2196	0	1	0
1912	2	1	1	0	28	2196	0	1	0
412	1	8	71	0	28	549	0	1	0
412	2	8	71	0	28	549	0	1	1
1913	2	1	1	0	28	2196	0	1	0
1914	2	1	1	0	28	2196	0	1	0
1915	2	1	1	0	28	2196	0	1	0
413	1	7	29	0	28	549	0	1	0
413	2	7	29	0	28	549	0	1	1
1916	2	1	1	0	28	2196	0	1	0
1917	2	1	1	0	28	2196	0	1	0
414	1	4	78	0	28	549	0	1	0
414	2	4	78	0	28	549	0	1	1
1918	2	1	1	0	28	2196	0	1	0
1919	2	1	1	0	28	2196	0	1	0
1920	2	1	1	0	28	2196	0	1	0
1921	2	1	1	0	28	2196	0	1	0
415	1	9	39	0	28	549	0	1	0
415	2	9	39	0	28	549	0	1	1
1922	2	1	1	0	28	2196	0	1	0
1923	2	1	1	0	28	2196	0	1	0
416	1	12	82	0	28	549	0	1	0
416	2	12	82	0	28	549	0	1	1
1924	2	1	1	0	28	2196	0	1	0
1925	2	1	1	0	28	2196	0	1	0
1926	2	1	1	0	28	2196	0	1	0
417	1	2	50	0	28	549	0	1	0
417	2	2	50	0	28	549	0	1	1
1927	2	1	1	0	28	2196	0	1	0
1928	2	1	1	0	28	2196	0	1	0
418	1	14	1	0	28	549	0	1	0
418	2	14	1	0	28	549	0	1	1
1929	2	1	1	0	28	2196	0	1	0
1930	2	1	1	0	28	2196	0	1	0
1931	2	1	1	0	28	2196	0	1	0
419	1	1	87	0	28	549	0	1	0
419	2	1	87	0	28	549	0	1	1
1932	2	1	1	0	28	2196	0	1	0
1933	2	1	1	0	28	2196	0	1	0
420	1	11	58	0	28	549	0	1	0
420	2	11	58	0	28	549	0	1	1
1934	2	1	1	0	28	2196	0	1	0
1935	2	1	1	0	28	2196	0	1	0
1936	2	1	1	0	28	2196	0	1	0
421	1	15	12	0	28	549	0	1	0
1937	2	1	1	0	28	2196	0	1	0
421	2	15	12	0	28	549	0	1	1
1938	2	1	1	0	28	2196	0	1	0
422	1	6	91	0	28	549	0	1	0
1939	2	1	1	0	28	2196	0	1	0
422	2	6	91	0	28	549	0	1	1
1940	2	1	1	0	28	2196	0	1	0
1941	2	1	1	0	28	2196	0	1	0
1942	2	1	1	0	28	2196	0	1	0
423	1	10	63	0	28	549	0	1	0
423	2	10	63	0	28	549	0	1	1
1943	2	1	1	0	28	2196	0	1	0
1944	2	1	1	0	28	2196	0	1	0
424	1	5	20	0	28	549	0	1	0
424	2	5	20	0	28	549	0	1	1
1945	2	1	1	0	28	2196	0	1	0
1946	2	1	1	0	28	2196	0	1	0
1947	2	1	1	0	28	2196	0	1	0
1948	2	1	1	0	28	2196	0	1	0
425	1	13	94	0	28	549	0	1	0
425	2	13	94	0	28	549	0	1	1
1949	2	1	1	0	28	2196	0	1	0
1950	2	1	1	0	28	2196	0	1	0
426	1	3	96	0	28	549	0	1	0
426	2	3	96	0	28	549	0	1	1
1951	2	1	1	0	28	2196	0	1	0
1952	2	1	1	0	28	2196	0	1	0
1953	2	1	1	0	28	2196	0	1	0
427	1	8	71	0	28	549	0	1	0
427	2	8	71	0	28	549	0	1	1
1954	2	1	1	0	28	2196	0	1	0
1955	2	1	1	0	28	2196	0	1	0
428	1	7	29	0	28	549	0	1	0
428	2	7	29	0	28	549	0	1	1
1956	2	1	1	0	28	2196	0	1	0
1957	2	1	1	0	28	2196	0	1	0
1958	2	1	1	0	28	2196	0	1	0
1959	2	1	1	0	28	2196	0	1	0
429	1	4	78	0	28	549	0	1	0
429	2	4	78	0	28	549	0	1	1
1960	2	1	1	0	28	2196	0	1	0
1961	2	1	1	0	28	2196	0	1	0
430	1	9	39	0	28	549	0	1	0
430	2	9	39	0	28	549	0	1	1
1962	2	1	1	0	28	2196	0	1	0
1963	2	1	1	0	28	2196	0	1	0
1964	2	1	1	0	28	2196	0	1	0
431	1	12	82	0	28	549	0	1	0
1965	2	1	1	0	28	2196	0	1	0
431	2	12	82	0	28	549	0	1	1
1966	2	1	1	0	28	2196	0	1	0
1967	2	1	1	0	28	2196	0	1	0
432	1	2	50	0	28	549	0	1	0
432	2	2	50	0	28	549	0	1	1
1968	2	1	1	0	28	2196	0	1	0
1969	2	1	1	0	28	2196	0	1	0
1970	2	1	1	0	28	2196	0	1	0
433	1	14	1	0	28	549	0	1	0
433	2	14	1	0	28	549	0	1	1
1971	2	1	1	0	28	2196	0	1	0
1972	2	1	1	0	28	2196	0	1	0
434	1	1	87	0	28	549	0	1	0
434	2	1	87	0	28	549	0	1	1
1973	2	1	1	0	28	2196	0	1	0
1974	2	1	1	0	28	2196	0	1	0
1975	2	1	1	0	28	2196	0	1	0
435	1	11	58	0	28	549	0	1	0
1976	2	1	1	0	28	2196	0	1	0
435	2	11	58	0	28	549	0	1	1
1977	2	1	1	0	28	2196	0	1	0
436	1	15	12	0	28	549	0	1	0
436	2	15	12	0	28	549	0	1	1
1978	2	1	1	0	28	2196	0	1	0
1979	2	1	1	0	28	2196	0	1	0
1980	2	1	1	0	28	2196	0	1	0
1981	2	1	1	0	28	2196	0	1	0
437	1	6	91	0	28	549	0	1	0
437	2	6	91	0	28	549	0	1	1
1982	2	1	1	0	28	2196	0	1	0
1983	2	1	1	0	28	2196	0	1	0
438	1	10	63	0	28	549	0	1	0
438	2	10	63	0	28	549	0	1	1
1984	2	1	1	0	28	2196	0	1	0
1985	2	1	1	0	28	2196	0	1	0
1986	2	1	1	0	28	2196	0	1	0
1987	2	1	1	0	28	2196	0	1	0
439	1	5	20	0	28	549	0	1	0
439	2	5	20	0	28	549	0	1	1
1988	2	1	1	0	28	2196	0	1	0
1989	2	1	1	0	28	2196	0	1	0
440	1	13	94	0	28	549	0	1	0
440	2	13	94	0	28	549	0	1	1
1990	2	1	1	0	28	2196	0	1	0
1991	2	1	1	0	28	2196	0	1	0
1992	2	1	1	0	28	2196	0	1	0
441	1	3	96	0	28	549	0	1	0
441	2	3	96	0	28	549	0	1	1
1993	2	1	1	0	28	2196	0	1	0
1994	2	1	1	0	28	2196	0	1	0
442	1	8	71	0	28	549	0	1	0
442	2	8	71	0	28	549	0	1	1
1995	2	1	1	0	28	2196	0	1	0
1996	2	1	1	0	28	2196	0	1	0
1997	2	1	1	0	28	2196	0	1	0
443	1	7	29	0	28	549	0	1	0
443	2	7	29	0	28	549	0	1	1
1998	2	1	1	0	28	2196	0	1	0
1999	2	1	1	0	28	2196	0	1	0
444	1	4	78	0	28	549	0	1	0
444	2	4	78	0	28	549	0	1	1
445	1	9	39	0	28	549	0	1	0
445	2	9	39	0	28	549	0	1	1
446	1	12	82	0	28	549	0	1	0
446	2	12	82	0	28	549	0	1	1
447	1	2	50	0	28	549	0	1	0
447	2	2	50	0	28	549	0	1	1
448	1	14	1	0	28	549	0	1	0
448	2	14	1	0	28	549	0	1	1
449	1	1	87	0	28	549	0	1	0
449	2	1	87	0	28	549	0	1	1
450	1	11	58	0	28	549	0	1	0
450	2	11	58	0	28	549	0	1	1
451	1	15	12	0	28	549	0	1	0
451	2	15	12	0	28	549	0	1	1
452	1	6	91	0	28	549	0	1	0
452	2	6	91	0	28	549	0	1	1
453	1	10	63	0	28	549	0	1	0
453	2	10	63	0	28	549	0	1	1
454	1	5	20	0	28	549	0	1	0
454	2	5	20	0	28	549	0	1	1
455	1	13	94	0	28	549	0	1	0
455	2	13	94	0	28	549	0	1	1
456	1	3	96	0	28	549	0	1	0
456	2	3	96	0	28	549	0	1	1
457	1	8	71	0	28	549	0	1	0
457	2	8	71	0	28	549	0	1	1
458	1	7	29	0	28	549	0	1	0
458	2	7	29	0	28	549	0	1	1
459	1	4	78	0	28	549	0	1	0
459	2	4	78	0	28	549	0	1	1
460	1	9	39	0	28	549	0	1	0
460	2	9	39	0	28	549	0	1	1
461	1	12	82	0	28	549	0	1	0
461	2	12	82	0	28	549	0	1	1
462	1	2	50	0	28	549	0	1	0
462	2	2	50	0	28	549	0	1	1
463	1	14	1	0	28	549	0	1	0
463	2	14	1	0	28	549	0	1	1
464	1	1	87	0	28	549	0	1	0
464	2	1	87	0	28	549	0	1	1
465	1	11	58	0	28	549	0	1	0
465	2	11	58	0	28	549	0	1	1
466	1	15	12	0	28	549	0	1	0
466	2	15	12	0	28	549	0	1	1
467	1	6	91	0	28	549	0	1	0
467	2	6	91	0	28	549	0	1	1
468	1	10	63	0	28	549	0	1	0
468	2	10	63	0	28	549	0	1	1
469	1	5	20	0	28	549	0	1	0
469	2	5	20	0	28	549	0	1	1
470	1	13	94	0	28	549	0	1	0
470	2	13	94	0	28	549	0	1	1
471	1	3	96	0	28	549	0	1	0
471	2	3	96	0	28	549	0	1	1
472	1	8	71	0	28	549	0	1	0
472	2	8	71	0	28	549	0	1	1
473	1	7	29	0	28	549	0	1	0
473	2	7	29	0	28	549	0	1	1
474	1	4	78	0	28	549	0	1	0
474	2	4	78	0	28	549	0	1	1
475	1	9	39	0	28	549	0	1	0
475	2	9	39	0	28	549	0	1	1
476	1	12	82	0	28	549	0	1	0
476	2	12	82	0	28	549	0	1	1
477	1	2	50	0	28	549	0	1	0
477	2	2	50	0	28	549	0	1	1
478	1	14	1	0	28	549	0	1	0
478	2	14	1	0	28	549	0	1	1
479	1	1	87	0	28	549	0	1	0
479	2	1	87	0	28	549	0	1	1
480	1	11	58	0	28	549	0	1	0
480	2	11	58	0	28	549	0	1	1
481	1	15	12	0	28	549	0	1	0
